"Datetime","Invalid","MBIKE","CAR","LGV","BUS","CARAVAN","Total","HGVs"
"2020-01-01 00:00:00",0,2,949,73,18,1,1059,16
"2020-01-01 01:00:00",0,2,1320,86,16,1,1441,16
"2020-01-01 02:00:00",0,1,896,61,8,1,977,10
"2020-01-01 03:00:00",0,1,672,76,18,0,780,13
"2020-01-01 04:00:00",0,0,582,59,15,0,674,18
"2020-01-01 05:00:00",0,2,636,41,16,2,721,24
"2020-01-01 06:00:00",0,4,926,56,21,1,1064,56
"2020-01-01 07:00:00",0,10,1246,71,29,1,1396,39
"2020-01-01 08:00:00",0,4,1256,74,31,1,1413,47
"2020-01-01 09:00:00",0,3,1531,89,20,3,1697,51
"2020-01-01 10:00:00",0,8,2372,125,18,8,2599,68
"2020-01-01 11:00:00",1,25,3757,194,18,3,4060,63
"2020-01-01 12:00:00",0,13,5355,286,27,7,5776,88
"2020-01-01 13:00:00",0,14,6471,294,18,5,6876,74
"2020-01-01 14:00:00",0,15,6753,320,21,8,7185,68
"2020-01-01 15:00:00",0,27,6583,269,17,5,6974,73
"2020-01-01 16:00:00",0,29,6437,265,25,11,6832,65
"2020-01-01 17:00:00",0,11,5823,253,17,5,6191,82
"2020-01-01 18:00:00",0,15,5062,221,28,3,5394,65
"2020-01-01 19:00:00",0,6,4231,159,19,4,4488,69
"2020-01-01 20:00:00",0,3,3187,148,15,3,3426,70
"2020-01-01 21:00:00",0,6,2294,87,25,0,2506,94
"2020-01-01 22:00:00",0,5,1697,97,16,0,1899,84
"2020-01-01 23:00:00",0,2,1039,84,17,0,1238,96
"2020-01-02 00:00:00",0,0,624,55,28,1,810,102
"2020-01-02 01:00:00",0,0,271,37,10,1,431,112
"2020-01-02 02:00:00",0,0,208,45,10,1,358,94
"2020-01-02 03:00:00",0,4,360,69,15,0,560,112
"2020-01-02 04:00:00",0,4,865,129,18,2,1206,188
"2020-01-02 05:00:00",0,3,1436,248,31,2,2106,386
"2020-01-02 06:00:00",0,17,3898,624,42,9,5167,577
"2020-01-02 07:00:00",0,30,6406,892,30,9,7991,624
"2020-01-02 08:00:00",0,26,6136,892,36,29,7804,685
"2020-01-02 09:00:00",0,16,5067,936,32,27,6834,756
"2020-01-02 10:00:00",0,16,5123,913,38,34,6954,830
"2020-01-02 11:00:00",0,15,5926,1008,33,22,7839,835
"2020-01-02 12:00:00",0,14,7058,1029,32,36,9051,882
"2020-01-02 13:00:00",1,15,7415,965,39,22,9234,778
"2020-01-02 14:00:00",1,16,7581,932,34,27,9353,763
"2020-01-02 15:00:00",0,21,8026,955,36,19,9704,647
"2020-01-02 16:00:00",0,37,9531,952,28,30,11096,518
"2020-01-02 17:00:00",0,44,8792,690,27,7,9955,395
"2020-01-02 18:00:00",0,14,6219,378,37,11,6990,331
"2020-01-02 19:00:00",0,13,4386,299,34,11,5025,282
"2020-01-02 20:00:00",0,6,3195,231,25,4,3681,220
"2020-01-02 21:00:00",0,7,2229,170,15,2,2633,210
"2020-01-02 22:00:00",0,7,1729,136,15,1,2088,200
"2020-01-02 23:00:00",0,3,1256,104,24,1,1586,198
"2020-01-03 00:00:00",0,1,771,93,29,1,1074,179
"2020-01-03 01:00:00",0,0,304,49,16,0,510,141
"2020-01-03 02:00:00",0,0,207,59,7,1,390,116
"2020-01-03 03:00:00",0,0,380,74,13,1,610,142
"2020-01-03 04:00:00",0,2,798,135,17,3,1162,207
"2020-01-03 05:00:00",0,4,1406,266,27,5,2134,426
"2020-01-03 06:00:00",0,19,3661,726,54,9,5171,702
"2020-01-03 07:00:00",0,29,6316,1005,31,14,8199,804
"2020-01-03 08:00:00",0,41,6469,1126,36,31,8588,885
"2020-01-03 09:00:00",0,14,5425,1076,41,25,7472,891
"2020-01-03 10:00:00",0,14,5653,1003,43,34,7708,961
"2020-01-03 11:00:00",1,9,6331,1129,36,35,8530,990
"2020-01-03 12:00:00",0,11,7588,1134,45,40,9830,1012
"2020-01-03 13:00:00",0,19,7959,1117,45,41,10090,909
"2020-01-03 14:00:00",0,25,8293,1239,38,28,10489,866
"2020-01-03 15:00:00",0,31,9015,1214,39,37,11147,811
"2020-01-03 16:00:00",0,39,9733,914,38,19,11328,585
"2020-01-03 17:00:00",1,36,8837,704,30,24,10016,385
"2020-01-03 18:00:00",0,18,6746,494,44,12,7645,331
"2020-01-03 19:00:00",0,24,5208,343,29,8,5882,270
"2020-01-03 20:00:00",0,10,3673,257,28,7,4212,237
"2020-01-03 21:00:00",0,9,2816,194,22,7,3274,226
"2020-01-03 22:00:00",0,7,2134,156,22,4,2516,193
"2020-01-03 23:00:00",0,7,1479,114,23,2,1774,149
"2020-01-04 00:00:00",0,3,1020,140,27,2,1384,192
"2020-01-04 01:00:00",0,2,461,55,13,2,648,115
"2020-01-04 02:00:00",0,1,320,47,8,2,485,107
"2020-01-04 03:00:00",0,3,386,57,16,0,579,117
"2020-01-04 04:00:00",0,1,791,115,14,2,1058,135
"2020-01-04 05:00:00",0,1,1195,148,19,1,1587,223
"2020-01-04 06:00:00",0,9,1681,267,29,9,2287,292
"2020-01-04 07:00:00",0,7,2284,406,23,15,3045,310
"2020-01-04 08:00:00",0,12,3231,402,26,15,4014,328
"2020-01-04 09:00:00",1,13,4435,488,23,15,5332,358
"2020-01-04 10:00:00",1,21,5539,543,24,22,6470,321
"2020-01-04 11:00:00",0,20,7065,613,43,24,8089,324
"2020-01-04 12:00:00",0,29,8132,641,35,26,9190,327
"2020-01-04 13:00:00",1,32,8540,632,34,21,9537,278
"2020-01-04 14:00:00",1,36,8479,601,30,20,9377,211
"2020-01-04 15:00:00",1,22,7830,575,35,16,8631,153
"2020-01-04 16:00:00",0,17,7497,419,40,21,8136,142
"2020-01-04 17:00:00",1,18,6923,440,34,12,7569,142
"2020-01-04 18:00:00",1,10,5826,329,33,17,6345,130
"2020-01-04 19:00:00",0,9,4699,270,22,4,5093,89
"2020-01-04 20:00:00",0,7,3384,192,24,4,3704,93
"2020-01-04 21:00:00",0,6,2437,139,23,5,2679,69
"2020-01-04 22:00:00",0,3,1882,102,14,1,2080,78
"2020-01-04 23:00:00",0,5,1665,99,23,0,1862,70
"2020-01-05 00:00:00",0,1,1151,80,24,2,1314,56
"2020-01-05 01:00:00",0,0,573,52,15,0,698,58
"2020-01-05 02:00:00",0,1,360,35,11,0,453,46
"2020-01-05 03:00:00",0,2,451,44,17,0,554,40
"2020-01-05 04:00:00",0,0,798,52,14,3,913,46
"2020-01-05 05:00:00",0,3,963,56,12,3,1101,64
"2020-01-05 06:00:00",0,6,1184,99,22,4,1414,99
"2020-01-05 07:00:00",0,7,1684,129,20,8,1937,89
"2020-01-05 08:00:00",1,14,2238,219,23,5,2590,91
"2020-01-05 09:00:00",0,12,3475,242,22,11,3857,95
"2020-01-05 10:00:00",0,12,4629,308,25,12,5096,110
"2020-01-05 11:00:00",0,21,5793,321,28,13,6280,104
"2020-01-05 12:00:00",1,29,7185,411,35,18,7820,142
"2020-01-05 13:00:00",0,33,8202,459,29,18,8864,123
"2020-01-05 14:00:00",0,26,8182,416,28,11,8779,116
"2020-01-05 15:00:00",0,29,7918,401,31,9,8498,110
