"Datetime","Invalid","MBIKE","CAR","LGV","BUS","CARAVAN","Total","HGVs"
"2020-01-01 00:00:00",0,2,1112,89,24,1,1243,15
"2020-01-01 01:00:00",0,0,1431,125,16,1,1590,17
"2020-01-01 02:00:00",0,0,923,86,8,2,1030,11
"2020-01-01 03:00:00",0,2,611,64,16,1,701,7
"2020-01-01 04:00:00",0,1,526,55,14,0,613,17
"2020-01-01 05:00:00",0,0,525,62,15,2,623,19
"2020-01-01 06:00:00",0,2,850,67,27,1,993,46
"2020-01-01 07:00:00",0,5,1136,101,31,1,1319,45
"2020-01-01 08:00:00",0,3,1206,96,48,1,1400,46
"2020-01-01 09:00:00",0,3,1529,126,32,4,1744,50
"2020-01-01 10:00:00",0,5,2466,186,31,8,2758,62
"2020-01-01 11:00:00",0,9,3960,272,30,2,4352,79
"2020-01-01 12:00:00",0,13,5448,403,37,7,5990,82
"2020-01-01 13:00:00",0,13,6621,472,36,3,7212,67
"2020-01-01 14:00:00",0,16,7026,496,29,8,7642,67
"2020-01-01 15:00:00",0,10,6706,419,31,4,7230,60
"2020-01-01 16:00:00",0,22,6723,493,39,7,7349,65
"2020-01-01 17:00:00",1,9,6012,384,41,5,6519,68
"2020-01-01 18:00:00",1,3,5241,316,39,2,5671,70
"2020-01-01 19:00:00",0,7,4376,266,34,3,4744,58
"2020-01-01 20:00:00",0,4,3473,214,28,3,3781,59
"2020-01-01 21:00:00",0,3,2375,147,40,0,2644,79
"2020-01-01 22:00:00",0,1,1716,136,25,1,1958,79
"2020-01-01 23:00:00",0,4,1032,100,28,0,1239,75
"2020-01-02 00:00:00",0,0,628,77,29,0,814,80
"2020-01-02 01:00:00",0,1,294,52,11,1,452,93
"2020-01-02 02:00:00",0,0,209,52,8,0,357,88
"2020-01-02 03:00:00",0,0,316,58,14,0,493,105
"2020-01-02 04:00:00",0,0,683,129,16,1,987,158
"2020-01-02 05:00:00",0,1,1366,254,27,1,1983,334
"2020-01-02 06:00:00",0,9,3948,735,44,13,5279,530
"2020-01-02 07:00:00",0,8,6125,1001,40,4,7733,555
"2020-01-02 08:00:00",0,13,6296,1058,45,11,8015,592
"2020-01-02 09:00:00",1,9,5061,1065,41,18,6871,677
"2020-01-02 10:00:00",0,14,5118,1049,50,24,6988,733
"2020-01-02 11:00:00",0,15,6215,1191,45,14,8210,730
"2020-01-02 12:00:00",0,7,7061,1193,41,24,9126,800
"2020-01-02 13:00:00",5,7,7325,1121,35,26,9191,677
"2020-01-02 14:00:00",1,12,7534,1173,45,23,9444,657
"2020-01-02 15:00:00",0,13,8167,1198,39,16,10014,581
"2020-01-02 16:00:00",1,17,9614,1122,42,16,11294,483
"2020-01-02 17:00:00",0,17,8837,874,39,4,10117,346
"2020-01-02 18:00:00",0,8,6318,542,42,8,7181,263
"2020-01-02 19:00:00",0,5,4517,444,44,6,5270,254
"2020-01-02 20:00:00",0,5,3255,315,35,3,3805,192
"2020-01-02 21:00:00",0,6,2392,198,30,2,2819,191
"2020-01-02 22:00:00",0,4,1854,184,22,1,2250,185
"2020-01-02 23:00:00",0,6,1160,119,26,2,1489,176
"2020-01-03 00:00:00",0,0,746,87,31,1,1025,160
"2020-01-03 01:00:00",0,1,324,63,18,0,524,118
"2020-01-03 02:00:00",0,1,251,62,6,1,435,114
"2020-01-03 03:00:00",0,0,303,72,15,1,516,125
"2020-01-03 04:00:00",0,3,637,156,15,0,1021,210
"2020-01-03 05:00:00",0,4,1261,269,27,3,1952,388
"2020-01-03 06:00:00",0,12,3708,756,62,13,5204,653
"2020-01-03 07:00:00",0,13,6086,1162,41,16,8053,735
"2020-01-03 08:00:00",0,12,6628,1155,40,19,8636,782
"2020-01-03 09:00:00",0,15,5392,1176,49,28,7475,815
"2020-01-03 10:00:00",0,8,5690,1136,54,29,7782,865
"2020-01-03 11:00:00",1,15,6459,1285,47,38,8717,873
"2020-01-03 12:00:00",1,20,7575,1304,43,38,9867,887
"2020-01-03 13:00:00",2,19,7743,1460,52,42,10106,790
"2020-01-03 14:00:00",2,16,8332,1521,50,32,10715,764
"2020-01-03 15:00:00",0,19,8952,1509,51,38,11258,689
"2020-01-03 16:00:00",2,27,9633,1133,41,20,11351,497
"2020-01-03 17:00:00",1,17,8675,844,42,12,9943,353
"2020-01-03 18:00:00",0,12,6836,705,52,12,7888,271
"2020-01-03 19:00:00",2,16,5239,456,42,10,5989,226
"2020-01-03 20:00:00",0,3,3940,315,45,5,4499,191
"2020-01-03 21:00:00",0,11,2870,270,38,9,3410,212
"2020-01-03 22:00:00",0,5,2143,237,27,2,2586,172
"2020-01-03 23:00:00",0,3,1483,154,35,1,1809,133
"2020-01-04 00:00:00",0,3,1045,117,30,3,1359,161
"2020-01-04 01:00:00",0,2,544,65,13,2,727,101
"2020-01-04 02:00:00",0,2,355,64,11,2,525,91
"2020-01-04 03:00:00",0,1,333,65,16,0,510,95
"2020-01-04 04:00:00",0,1,613,112,12,0,854,116
