"Datetime","Invalid","MBIKE","CAR","LGV","BUS","CARAVAN","Total","HGVs"
"2020-01-01 00:00:00",0,0,983,76,18,1,1090,12
"2020-01-01 01:00:00",0,7,1353,99,11,1,1496,25
"2020-01-01 02:00:00",0,4,919,89,6,1,1031,12
"2020-01-01 03:00:00",0,1,726,83,16,1,844,17
"2020-01-01 04:00:00",0,0,663,65,15,0,760,17
"2020-01-01 05:00:00",0,0,798,81,15,2,925,29
"2020-01-01 06:00:00",0,3,1123,92,18,1,1298,61
"2020-01-01 07:00:00",0,6,1496,137,25,2,1714,48
"2020-01-01 08:00:00",0,3,1537,114,27,0,1733,52
"2020-01-01 09:00:00",0,1,1737,146,23,1,1956,48
"2020-01-01 10:00:00",0,12,2569,192,22,5,2869,69
"2020-01-01 11:00:00",0,19,3833,253,22,3,4206,76
"2020-01-01 12:00:00",0,14,5475,369,32,2,5972,80
"2020-01-01 13:00:00",0,17,6844,433,22,6,7408,86
"2020-01-01 14:00:00",0,14,7150,418,19,8,7675,66
"2020-01-01 15:00:00",0,29,6933,370,18,4,7433,79
"2020-01-01 16:00:00",0,21,6706,362,21,6,7179,63
"2020-01-01 17:00:00",0,19,5991,380,24,3,6485,68
"2020-01-01 18:00:00",0,16,5253,293,30,3,5659,64
"2020-01-01 19:00:00",0,5,4429,241,23,4,4769,67
"2020-01-01 20:00:00",0,11,3338,187,20,3,3627,68
"2020-01-01 21:00:00",0,4,2489,152,25,0,2749,79
"2020-01-01 22:00:00",0,3,1900,123,20,1,2128,81
"2020-01-01 23:00:00",0,2,1220,95,22,0,1416,77
"2020-01-02 00:00:00",0,3,688,68,27,1,884,97
"2020-01-02 01:00:00",0,2,297,47,11,1,471,113
"2020-01-02 02:00:00",0,0,246,44,6,0,384,88
"2020-01-02 03:00:00",0,2,450,88,15,1,661,105
"2020-01-02 04:00:00",0,1,1085,177,19,0,1443,161
"2020-01-02 05:00:00",0,3,1730,268,24,0,2386,361
"2020-01-02 06:00:00",0,15,4046,664,37,5,5331,564
"2020-01-02 07:00:00",0,24,6309,927,44,5,7909,600
"2020-01-02 08:00:00",0,26,6080,905,38,20,7732,663
"2020-01-02 09:00:00",0,10,4973,921,39,18,6658,697
"2020-01-02 10:00:00",1,13,5106,956,34,23,6906,774
"2020-01-02 11:00:00",0,23,5933,1055,34,18,7841,778
"2020-01-02 12:00:00",0,19,6982,1055,38,30,8934,810
"2020-01-02 13:00:00",0,13,7511,1009,37,25,9335,740
"2020-01-02 14:00:00",0,16,7629,995,40,19,9413,714
"2020-01-02 15:00:00",0,15,8289,1046,33,16,10006,607
"2020-01-02 16:00:00",0,27,9594,1026,29,13,11179,490
"2020-01-02 17:00:00",0,26,8747,791,26,6,9973,377
"2020-01-02 18:00:00",0,20,6185,473,57,6,7040,299
"2020-01-02 19:00:00",0,13,4914,379,32,7,5618,273
"2020-01-02 20:00:00",0,11,3690,270,32,4,4199,192
